# Release-world tree GROUND PROFILES: how far the ground rises, in decimetres, at
# 16.0 m from each authored tree seat along each of 8 compass bearings.
#
# WHAT IT IS FOR: laying a felled log along the terrain with NO runtime terrain
# query. The game server has no collision mesh for the island it drops the trunk
# onto, so the slope it needs is baked here, ahead of time, one signed byte per
# seat per bearing. Read the bearings either side of the fall heading and tilt.
# The value is the SMALLEST rise for which a straight log line from the seat
# clears every sampled ground point along that bearing - it rests on the high
# side, it does not average.
#
# GENERATED by tools/world-import/generate-tree-ground-profiles.py from
# docs/research/world-data/island-surfaces/ and release-tree-placements.json.
# Regenerate it; do not hand-edit it.
#
# Covered 251 islands, 13266 seats. Skipped 1 islands (0 seats) with no authored
# seats or no extracted surface.
# schema 1 reach 16.0 bearings 8 corridor 4.0 deck 6.0 min-t 8.0 unknown -128
# Bearing 0 is +Z (island-local); each step is +45 degrees towards +X.
# '@' starts an island: '@ <workshopId> <seatCount>'. Then one line per seat, in
# release-tree-placements.json order: 8 signed decimetre integers, space separated.
@ 650186469 60
-27 -16 35 36 14 0 -31 -35
13 16 48 73 48 -5 -22 -31
41 -5 -29 -76 -105 -42 8 30
-8 -22 28 42 24 -13 29 -14
-7 -14 -34 -30 0 31 31 0
-4 -33 -128 -128 -128 27 16 -7
-6 -7 14 14 31 47 13 -6
19 -7 -22 -27 -54 -128 -88 -22
-110 -109 -25 5 14 -8 -18 -34
26 -128 72 42 -128 -128 41 42
7 -128 -41 -128 -128 -128 -82 -36
38 7 -21 -23 12 21 8 35
-8 -128 -128 19 21 50 4 21
20 -21 -26 -19 1 25 38 44
-128 -52 -55 -96 -43 -21 54 -128
4 -13 8 -48 -59 -49 18 13
52 -18 -128 -128 0 0 0 47
-128 -3 11 38 41 49 20 -128
18 -42 -40 12 -2 -35 58 69
35 28 15 5 2 12 47 48
13 33 45 27 13 7 3 -2
-45 -22 43 43 1 -26 -18 -36
-29 -20 -4 -19 -4 -73 -110 -83
-2 -2 10 18 32 -3 -33 -2
1 25 45 -128 -128 1 32 -10
-53 -128 -128 -128 53 -43 -29 17
-7 4 41 60 31 -3 -20 -128
7 -35 -34 -27 -32 -20 12 7
17 42 40 13 -23 -28 -9 -14
5 -3 -3 -128 -128 -128 3 5
-7 17 47 35 14 -39 -70 -84
-10 8 -21 -128 -128 -72 -25 0
12 2 -44 -40 -9 -9 29 27
34 -41 -68 -128 -34 31 43 52
34 56 15 2 -64 -50 -9 35
10 -27 0 19 18 -1 -1 10
56 24 -16 18 18 -50 -2 31
9 33 17 64 -106 -39 -10 -7
21 8 2 -36 -16 -4 -12 -18
58 46 26 10 -31 -53 -7 55
0 74 76 -128 -128 -128 0 -46
67 -128 -17 71 35 -57 -74 59
-2 -11 3 43 -128 -128 -128 -4
60 75 47 11 -28 13 30 66
-4 93 83 -36 -115 -55 -24 -32
-1 63 56 -14 -48 -66 -46 -50
29 25 31 28 42 36 -38 9
37 62 78 67 43 53 36 46
38 56 14 -26 -50 -56 -41 -23
-128 51 60 -128 -128 -128 -128 -128
13 13 0 -3 -15 -34 -57 -32
-128 -128 -128 1 30 42 21 -7
-2 -15 12 17 63 -128 62 41
@ 1271038776 60
-128 71 -2 -16 -10 -14 4 -128
1 6 4 5 0 0 4 3
2 1 2 7 5 2 2 0
10 0 6 5 0 2 3 4
-2 -4 -1 -4 4 1 -4 -12
-2 -6 -8 -7 -4 3 10 4
4 9 10 9 8 -1 -12 -9
7 31 28 0 -29 -19 4 0
22 14 31 11 12 -9 0 -17
17 16 13 0 -128 -128 5 20
52 35 -6 -37 -28 -9 57 56
35 29 23 21 6 -17 -9 -14
-128 -38 -41 -20 -34 -6 3 -3
7 -1 -4 -5 -6 -4 6 10
-1 -5 -1 1 6 4 2 1
-14 6 16 17 10 -1 -15 -22
-4 8 29 27 24 -5 -128 17
44 50 -3 -17 -16 -14 2 30
3 0 1 -1 0 2 0 1
2 -2 -4 -8 0 9 16 9
7 6 0 -23 -14 -7 4 0
-4 3 20 18 4 -7 -8 -7
0 2 4 1 -1 1 2 0
5 0 -2 -2 -2 0 -2 -1
1 -5 -3 0 4 2 -1 -1
12 12 23 7 5 -6 2 9
0 2 5 1 4 4 4 1
3 -29 -22 -43 -24 -4 -8 -13
-11 13 29 -1 8 -8 -23 -35
9 5 1 0 -2 -4 -7 -11
32 23 14 3 8 -10 -25 -30
0 -4 -4 -4 8 0 -5 -7
-11 22 24 23 11 0 -25 -31
0 -3 5 7 8 7 6 1
-16 -24 2 -1 2 0 -57 -17
32 12 17 -5 -22 -25 -2 16
7 -21 -128 -128 -2 12 34 25
10 7 5 -6 -6 -2 3 8
3 -6 -6 -2 4 -1 0 3
-1 -3 8 -5 2 7 4 0
7 9 4 -10 5 3 21 -8
2 -1 1 -6 -3 11 16 8
-1 10 19 11 -3 -22 -27 -33
-7 -19 -22 -22 -4 5 0 -5
11 9 3 -14 -12 -15 -2 3
47 32 2 -40 -42 -49 -8 26
2 8 -10 -15 31 -11 15 -1
36 67 72 -8 -23 -57 -28 -12
35 -2 24 -36 13 -128 -128 75
4 -11 -20 -14 2 17 21 4
22 23 0 9 14 -10 6 21
0 -3 12 13 24 20 -1 2
-18 -8 20 38 30 -28 -10 -128
6 -6 -5 -3 1 10 16 10
2 -20 -29 -21 1 15 19 8
52 40 40 24 -5 -20 -12 5
92 64 -2 12 9 3 8 53
0 -33 -30 -23 -17 -36 -22 0
4 7 8 -10 -8 -9 -2 -1
2 -8 2 -15 -17 -10 -8 6
@ 1274926027 42
1 -1 1 0 -4 -15 -7 0
-32 -32 27 13 -3 6 9 -128
-128 19 4 -28 -24 -32 -41 -128
4 -50 -35 30 34 25 45 30
-1 -128 -128 -128 -128 -7 -1 0
28 -3 6 4 1 -5 -128 -128
-128 -128 -128 -29 18 3 4 -128
-128 -128 24 -44 -18 -9 7 -128
-128 -128 32 26 64 29 -11 -89
-128 -128 -128 3 -9 -128 -15 66
1 1 3 -2 -3 -1 1 1
1 -128 -128 -128 3 1 -13 -4
78 1 2 6 12 8 8 17
-128 -128 -128 -128 -128 -128 -128 22
2 -49 -65 -17 5 -15 1 -26
-128 1 8 78 52 39 -51 -79
6 5 4 8 8 46 -128 -128
-12 4 27 9 -10 -34 -6 -31
30 -128 1 2 3 0 0 -128
12 8 37 1 -128 -128 -128 -128
8 22 24 -3 -128 -128 -128 -128
-128 -128 -128 4 -128 -128 -128 -128
-128 -128 -128 -128 7 5 5 -128
0 51 53 1 -1 -29 -35 -4
-9 1 0 10 -128 -128 32 -18
-13 -128 -2 0 0 -1 -1 -18
-128 -128 4 6 7 2 -128 -128
-72 6 46 62 1 37 45 -13
-2 -128 -2 -2 0 -1 -3 -2
-11 0 4 3 1 -23 -30 -32
-128 -128 -128 -128 -128 -128 9 1
-128 -128 -128 0 -5 0 12 -128
-70 -20 9 -128 -128 -128 24 -39
85 -128 94 106 16 -1 3 51
-24 -7 1 76 96 43 -7 -128
-70 -20 4 57 9 4 -2 0
2 2 3 -3 -128 -128 -128 -18
-128 -128 -128 2 6 3 -128 -128
19 -128 -128 75 10 -37 8 5
47 49 20 -23 -14 49 55 55
-1 82 86 5 -39 6 19 36
48 24 -19 -18 -77 -89 48 -128
@ 1277362931 20
8 2 7 9 5 1 4 -21
5 40 39 -29 -3 2 2 1
18 11 -5 70 -128 93 98 5
-2 -7 -31 -44 -39 -15 -1 -7
7 20 18 0 -6 -28 10 8
21 15 -28 -27 21 6 -128 20
35 -128 64 35 46 60 56 50
-47 -2 -6 -77 5 -16 10 -24
4 -36 -40 -17 1 3 29 19
19 15 -40 18 20 -1 -3 -3
-58 -61 -70 -61 -53 -10 -3 -17
7 7 5 3 -24 -19 -23 -1
-8 -8 1 -10 -2 -35 -86 -17
-7 31 23 14 17 -10 -128 -128
-3 -5 -13 14 48 74 76 -2
-16 -23 -24 3 -2 -5 3 3
-1 5 11 -1 1 -14 -14 -4
23 -4 -51 -36 -14 -18 -11 -28
90 66 47 -20 -1 0 3 67
-21 -40 -43 -30 -11 -14 -13 -7
@ 1280448847 42
-3 -4 0 7 8 3 0 -5
0 -32 0 2 4 4 3 3
-6 -128 17 -128 5 -128 21 -128
-33 -7 -4 -6 -12 -48 -12 -7
-128 -8 -1 -2 21 18 1 -7
21 9 -7 -128 -128 -9 6 17
8 -128 -57 -41 -4 7 16 10
-26 -32 -38 -128 0 7 8 -1
5 7 9 -12 7 -4 -6 -10
22 12 -4 -128 -128 -128 7 20
-128 -128 -14 5 28 21 18 -18
-2 2 5 -5 -4 -2 -3 -6
-128 -128 -10 12 36 32 5 -128
3 1 3 2 0 2 0 2
-37 -32 -7 5 0 0 1 -15
-128 -128 7 -1 -128 -82 -1 11
-128 -7 27 -6 -8 8 8 -4
-28 -128 -15 -128 -24 -4 9 -26
-2 -4 -4 -2 0 -1 2 1
31 -128 12 -40 -70 -128 -62 -30
8 -1 0 7 8 8 15 13
17 17 20 -18 -128 -58 -18 4
1 0 -6 -11 -12 -2 -5 -2
0 -6 -5 -9 -18 -28 -25 -25
-2 -11 -18 -2 0 4 4 1
17 3 -8 -16 -11 -8 8 15
3 1 7 8 7 8 15 7
-128 0 26 11 0 -128 -128 -128
29 5 -5 -44 -92 -7 17 27
-11 -22 5 -31 -128 -128 8 -1
-128 -70 6 -11 -128 -128 -128 -128
-55 -24 -25 2 2 4 6 -22
-4 -128 -128 -128 -4 6 26 9
11 10 7 1 -27 -53 -26 7
-1 -2 2 3 3 2 1 -1
-5 2 13 20 20 -6 -23 -26
-1 -128 -3 -10 -16 -14 -5 -12
-42 -9 2 -5 -8 -32 -67 -128
23 9 -23 -52 -53 -37 11 22
32 10 -22 -128 -128 -10 22 27
-128 -128 -128 10 15 -128 -3 -4
-128 -128 -128 8 27 25 -4 -128
@ 1286153719 60
0 -3 -3 8 16 8 8 0
20 15 11 6 5 5 -4 6
-10 -28 -28 -16 5 12 7 -1
-12 -12 -13 12 -128 -128 19 2
1 -7 -13 -12 2 10 14 11
-128 25 -128 -128 5 20 109 -128
61 52 13 -7 -18 -30 17 53
0 -128 3 3 5 3 -1 -4
-40 -128 -128 -128 11 17 23 13
12 11 9 -5 -14 -11 4 9
4 3 4 -2 -4 -2 -1 1
5 -2 -3 -8 -4 -2 2 3
-6 -6 2 3 6 1 -1 -2
4 -8 -4 -6 -15 -18 13 47
67 68 39 22 2 -32 -17 54
-8 -8 0 0 6 -3 -2 -8
24 10 6 -1 3 5 39 -128
6 5 4 0 -6 -8 0 4
17 4 -5 -18 -14 0 13 19
16 20 15 -1 -14 -24 -15 0
8 6 18 10 3 -7 -8 -2
-2 -1 2 0 -1 0 2 4
4 0 9 1 1 -5 -4 -1
28 14 3 -128 -128 -128 14 20
-128 -128 -8 34 26 21 7 -128
-128 -39 3 30 30 28 -17 -128
20 5 -12 -70 -21 -10 9 19
21 7 -5 -128 -128 -76 0 21
-2 1 -9 -6 20 25 19 3
0 -4 13 11 9 -1 15 21
19 8 -6 -22 -20 -9 9 19
17 -1 -6 -22 -20 -11 5 16
25 24 15 -76 -128 0 17 23
0 7 8 4 4 3 1 -1
1 10 14 4 -5 -128 -81 -9
-13 14 37 28 10 -14 -128 -128
-4 -1 3 -3 -4 -6 -6 -5
9 8 46 -128 -128 10 8 6
-4 -4 -28 -11 0 -1 11 0
106 -128 83 63 41 5 -58 21
5 10 7 2 -14 -18 -9 -1
2 -7 -3 -3 -5 -1 4 -128
-9 -8 5 5 3 -2 -3 -6
10 -7 -25 -81 -24 -10 15 20
11 42 45 45 55 33 -10 -5
8 13 11 0 -7 -128 -128 -6
-25 -39 -34 -66 -79 -82 -49 -30
2 5 6 0 -5 -7 -6 0
-6 -2 4 -3 2 6 6 -3
-13 -1 9 6 0 -2 -5 -15
3 7 7 9 26 19 10 -5
7 22 -10 -13 -13 -34 -128 -39
3 17 21 9 -9 -16 -15 -11
-5 -7 -8 -6 8 13 12 0
53 -128 -128 -128 0 -50 -55 0
3 4 4 -1 -3 -2 0 -6
5 -23 -28 -11 8 7 12 18
-6 5 7 18 15 -16 -29 -28
-28 -25 -12 4 19 24 17 -11
3 1 -2 -1 0 -1 2 4
@ 1292255598 38
-3 4 10 -1 -2 21 22 -5
-128 -25 16 -7 -7 12 11 -128
56 36 -38 -35 -3 7 13 23
14 -4 -128 -128 -128 -55 -11 -7
27 16 -25 -45 -40 -40 15 29
22 31 16 -11 -23 -21 -18 14
23 -4 -12 -29 -17 25 60 36
31 38 13 3 -2 -4 7 38
-12 -1 -24 -52 -128 -128 -128 -30
62 28 24 -2 -7 -13 -8 38
-128 -128 3 -3 -17 -40 -128 -128
11 30 13 -18 -4 -17 -9 -21
21 15 -5 -10 -9 -23 -3 20
-128 -128 -5 -22 -41 -33 -20 -128
-128 -128 -128 1 -37 -128 -7 17
19 1 12 -6 -5 -9 -2 -28
65 45 32 -16 -16 -21 4 44
40 42 -128 -128 -18 2 34 40
83 -128 104 -128 -128 -128 -128 11
25 -13 -128 -128 -128 -26 25 -3
2 4 -23 -101 -128 1 -3 -9
4 0 0 -58 -128 -128 -40 -17
56 43 20 -7 -15 -31 6 43
18 15 11 -36 -32 -6 5 12
16 7 8 -10 -26 -31 -19 2
60 4 -30 -84 -10 -16 63 55
-128 -128 29 66 49 24 -21 -76
1 -3 0 -50 -128 -32 20 14
42 52 36 -9 -11 -8 3 28
-128 -128 -18 18 17 7 0 -128
-46 -128 0 25 32 54 3 -128
4 -8 5 0 -19 -50 -16 -3
8 15 27 -5 15 -128 -128 -5
-128 -128 -128 -128 -128 75 79 -21
14 -6 -12 -128 -128 -128 0 -16
-128 -19 2 -7 -7 -1 -128 -128
-128 -128 -128 -128 -128 -23 15 14
31 21 6 -25 -26 -15 7 21
@ 1297863892 41
-2 0 3 -6 -11 -30 -17 -4
0 17 15 -12 -37 -77 -50 -38
-41 -5 40 33 27 3 -25 -58
-63 -34 13 25 10 -25 -40 -62
11 31 41 43 12 -67 -93 -52
39 23 -16 -53 -44 -8 18 31
-5 -11 -29 -62 -57 -43 0 19
-45 -37 -22 23 27 1 -62 -35
-17 1 19 51 40 -10 -50 -35
14 33 21 -25 -46 -55 -47 -27
6 11 18 0 -23 -29 -43 -21
24 -1 -2 -39 -55 -61 -15 16
-8 -57 -64 -33 -3 12 21 -7
-3 -6 -3 -22 21 29 31 -2
16 -31 8 8 -40 -46 19 26
48 57 55 21 -10 -9 50 38
-58 -46 -32 15 37 38 32 -36
60 2 -44 -62 -66 12 44 57
17 2 -38 -52 -53 -51 -17 -3
-7 54 58 40 13 -5 -12 -40
44 15 -1 67 -128 30 32 0
28 -11 -58 -39 -20 28 38 30
-31 -17 -1 -2 -7 -31 -10 -44
-48 -63 -52 40 52 57 60 3
0 -8 32 55 45 0 -34 -17
-5 -25 -34 -31 -16 -24 33 19
-14 22 54 -5 -2 -23 -25 -28
6 -5 -24 -41 -27 -27 -7 1
-59 -72 -78 -46 -6 65 69 0
26 32 4 0 10 5 4 -22
-63 -65 -1 16 47 37 39 -39
33 7 -12 -31 -48 -37 3 21
28 40 50 38 31 -43 -44 -1
-45 -26 -7 8 46 2 2 -128
-38 -22 -13 -16 -53 -66 -15 -21
30 2 -15 11 11 72 58 8
-21 12 32 18 5 -28 -48 -45
-52 23 38 66 18 8 12 -17
-128 -66 -67 21 16 -12 -40 -128
-55 3 50 40 4 0 -3 -68
-39 -40 -28 7 38 42 18 -30
@ 1299717169 60
56 1 0 0 0 1 25 13
59 26 24 -1 -1 -1 0 62
-23 -41 -37 -13 0 27 42 14
0 0 1 3 3 1 -1 -1
-11 -15 12 -9 -9 -16 0 -12
27 -5 4 7 12 13 27 2
32 50 13 3 10 2 18 12
2 1 1 1 -1 -4 0 1
24 2 -25 -17 -18 -13 -14 23
-1 1 2 -19 -10 -9 -3 -3
27 43 42 -3 1 -15 -1 26
-33 -87 -14 47 34 40 59 -18
-1 15 18 13 4 -5 -19 -32
14 -3 -13 -29 -20 -7 -10 -8
14 63 116 14 14 -19 -18 -18
5 -37 -36 -32 -19 -11 56 75
1 7 13 8 6 1 2 3
3 -2 1 -2 -1 -2 -1 1
4 5 7 9 9 -18 -21 -16
42 -22 -3 5 15 32 67 52
13 -3 0 2 4 8 14 5
-128 -128 -12 7 53 56 27 -2
-5 -4 -1 5 11 12 1 -2
30 24 13 61 105 68 -128 76
7 13 51 59 50 19 -30 -21
38 38 1 -1 -1 -1 1 23
82 70 -19 -19 43 19 33 76
9 0 13 0 0 1 -3 -60
18 50 48 43 35 -27 -28 -45
20 67 46 -6 -8 -2 2 3
31 -46 -71 -18 -7 -128 -128 -28
-128 -128 -128 33 -120 -128 -128 18
5 3 0 -1 -1 0 2 4
-9 -12 0 -14 -9 -11 2 -11
48 36 12 6 7 8 13 45
22 57 -128 -23 -128 59 22 102
10 -21 -14 -60 -65 -36 3 12
-64 -128 -39 -13 30 -8 -10 -48
3 -1 -1 -1 0 0 -1 -3
6 5 1 7 -1 -15 -20 -21
1 0 0 0 0 0 0 0
-2 0 18 32 -128 29 22 -3
50 55 4 -5 -128 -128 -128 64
2 2 1 -5 0 -1 1 0
23 14 17 51 23 -65 23 44
-9 -13 6 12 18 13 5 3
-2 0 4 18 21 9 5 -2
1 3 16 8 -2 11 22 6
0 0 1 4 59 62 40 -1
-128 -128 -128 -69 -128 -128 -128 -128
0 0 0 4 10 -6 0 0
-8 6 7 15 40 26 4 -17
-1 3 18 -1 6 21 20 2
5 4 1 -3 -2 0 1 1
32 -5 -4 -5 21 58 3 24
3 3 2 -2 -8 -7 1 2
0 2 2 -3 12 8 1 0
-128 -128 -128 2 26 33 24 -128
-68 -49 9 61 48 -128 -80 -128
-5 15 19 14 4 1 -2 -5
@ 1300247050 60
-33 -6 9 12 6 5 3 -32
12 13 15 4 -10 -5 -3 2
-16 -39 -18 -23 -15 10 13 9
-6 -5 3 3 2 -8 -4 0
22 18 3 16 0 -13 -42 13
0 -1 -2 -2 -2 -16 -20 -8
-128 -128 -25 -20 -14 -30 -20 -128
18 8 -6 -19 -3 -1 13 14
-39 -128 -45 -41 -34 -12 8 -10
9 -4 -49 -128 -128 -27 8 -3
-40 -37 25 26 -128 48 51 -10
64 -128 69 63 41 54 -128 -19
-1 -8 -128 -128 -128 31 33 -2
-22 -19 -30 -48 1 43 -7 -23
-128 -128 8 -9 -21 -6 8 -128
4 -6 -2 4 3 -8 9 17
-7 -7 9 27 24 18 19 -1
-11 -21 -4 -9 -10 6 10 2
-3 -13 -5 0 0 12 21 10
-16 -7 -5 -10 5 11 8 -8
-12 -12 -9 -52 -3 11 -1 -8
10 19 36 41 38 29 28 9
4 2 4 -1 3 -17 -16 -16
21 19 24 76 29 -20 -38 17
-128 -128 11 42 47 34 6 -128
-9 -128 -128 -128 -27 5 48 32
-39 -28 7 34 35 8 -10 -30
-28 -29 -8 -87 -34 16 14 -26
-10 -19 -10 1 19 23 19 0
74 38 13 -8 -13 -4 10 50
-11 -16 0 4 17 16 2 -1
13 -10 4 2 -8 -5 0 -12
60 34 48 12 44 55 66 66
0 8 8 2 3 -11 -24 -18
-128 -128 -128 -128 -20 11 30 24
29 33 35 13 -5 -26 -24 -3
-18 -6 5 -27 -20 -66 -128 -128
13 4 -7 -21 -78 -128 -128 -23
-1 -11 -47 -65 -14 -12 -8 7
-22 -16 -6 6 10 -5 -10 -18
-128 53 69 31 52 21 6 46
-53 -42 -1 -15 -19 -9 -4 -38
-8 17 0 4 12 4 -17 -18
15 -4 -18 -22 -36 -20 11 20
-42 -38 -8 6 25 8 -17 -37
3 9 13 3 1 -7 -17 -15
-3 5 -34 -69 -54 -61 -37 -24
31 17 -11 -5 0 4 15 30
6 -19 -18 67 53 56 57 43
-8 12 10 -25 -28 1 6 -12
-13 -9 5 29 40 -128 -128 -128
-2 -9 7 11 9 3 -2 -4
-79 -128 -128 -128 -8 9 13 15
12 -16 -35 -23 -4 15 59 36
4 9 40 22 -18 -29 -29 -24
13 7 16 6 -3 46 51 35
12 8 0 0 18 27 16 7
59 85 74 50 -57 -128 -81 -41
-34 -48 -14 4 14 -2 -3 -14
-128 72 76 60 87 -128 -128 -128
@ 1301253254 45
5 -1 -3 -4 -1 -3 0 0
1 2 3 -1 -10 -33 -34 -9
1 -1 -1 3 8 2 2 -4
21 15 7 3 4 0 2 -8
-59 -58 -47 -85 -21 -25 -58 -85
-7 5 57 29 48 25 22 -5
56 -128 56 -128 -128 -128 -92 -36
19 1 -13 21 90 51 -6 11
30 -10 24 12 -16 -13 45 48
30 24 -3 -23 0 43 43 37
-128 -128 -128 48 3 -46 -49 -18
-26 -68 -72 -21 -15 -25 3 -24
-62 -5 20 15 37 1 -23 -61
-54 -128 -128 5 66 -128 -128 -41
64 38 -128 -60 -41 -23 10 60
69 10 24 21 40 38 34 -128
1 1 41 -128 -70 2 56 2
-41 -109 -39 -10 -47 -46 -6 -62
-1 0 2 7 24 9 -1 -2
-20 -3 35 29 13 -69 -42 -128
11 -30 -48 -105 -56 -2 16 0
-5 -18 -36 81 83 -62 -128 -37
-12 -10 7 20 -8 -11 -1 -18
-42 -19 25 36 37 22 14 -19
47 -128 62 70 59 54 -4 4
11 -33 -6 12 49 24 0 12
66 42 1 -56 -82 -128 -101 -1
-2 -5 25 -128 -45 24 13 9
24 -128 61 -2 -3 3 58 79
24 -3 -4 33 -128 -128 -128 38
-40 -34 -26 -37 -24 21 52 19
2 -47 -68 -110 -36 -24 2 16
51 -56 -70 -3 18 17 35 50
0 -33 -68 -54 -27 -29 -20 10
59 31 10 -35 -84 -128 -98 -28
-11 59 89 88 57 4 4 -8
9 0 -16 -44 -47 -6 -1 -8
-26 13 54 27 23 3 -22 -128
10 -128 -128 -128 -3 8 12 9
11 3 29 2 0 -6 -10 7
-128 69 50 -41 -97 -50 -45 -109
-31 -128 -128 -128 -128 8 50 -21
0 -13 -8 68 -128 87 52 40
-59 -64 53 32 -70 -128 -81 -48
0 25 64 0 4 -128 -128 -128
@ 1306383104 55
19 -128 -128 16 -12 -55 -41 -11
26 40 41 0 -20 -45 -33 0
20 32 43 20 -11 -34 -24 -7
-3 -128 44 25 -5 -25 -12 -5
-49 20 24 17 -1 -39 -128 -128
90 -128 -128 22 20 14 9 -6
37 -36 27 -8 -10 30 70 -128
-6 6 9 -54 -75 -34 3 -10
21 19 8 5 17 40 1 -21
32 6 -22 -38 -28 6 17 36
-53 -25 12 27 30 26 1 -44
-128 14 14 3 2 2 -3 -128
-128 -21 14 10 44 6 -128 -128
-31 -36 -28 37 65 77 56 -11
3 2 -33 -49 -14 34 -8 -128
0 38 -128 60 0 -41 -45 -33
15 26 29 0 -128 69 -128 34
9 17 17 -3 0 -22 -1 5
8 -3 -8 -28 -3 -1 4 8
-3 -31 -23 81 39 33 14 1
41 22 2 -29 -128 -43 26 46
0 13 -5 6 -10 -22 -31 -20
-27 -6 10 -128 -128 -52 -32 -40
-4 1 11 17 10 0 -1 -4
27 14 -53 -128 -128 -10 5 27
29 43 42 31 5 -15 -26 -4
4 -30 -16 1 12 17 21 10
-7 7 20 -1 -13 -12 -10 -3
46 -3 -24 -16 -7 74 -128 89
3 -128 -31 -5 -6 -3 13 30
-59 -62 -35 12 73 14 11 41
16 2 3 4 -3 -7 1 5
29 35 33 14 -8 -20 -20 12
35 -3 2 -4 -13 2 33 61
-9 -3 -3 76 -128 -128 33 -128
-18 -17 27 47 -128 96 102 -12
-45 -13 7 27 15 -1 16 -11
-128 92 -4 -10 -16 -29 -128 -128
30 33 -17 -128 -128 -128 -5 7
0 14 15 -128 -128 -128 -128 -57
-15 -18 -1 22 -128 44 22 -17
1 -2 -18 -29 -13 45 -128 -128
-128 -128 -128 -128 44 31 8 -44
5 31 43 29 3 -9 -11 -12
-128 1 0 -17 -18 -128 34 -128
41 3 -2 -12 -30 -28 2 14
-19 -6 -7 -3 4 17 18 -18
3 -2 4 6 16 -11 -15 -5
9 40 34 -3 -24 -33 -57 -128
-95 -70 -4 -1 2 1 3 -57
32 29 31 23 -40 29 31 30
-35 -43 -128 57 52 40 -18 -19
19 -6 12 29 18 8 8 5
-24 -31 0 11 11 10 8 -9
7 -1 -44 -128 -7 1 10 9
@ 1310869802 60
3 3 0 -8 -5 6 11 6
4 11 12 8 11 8 8 6
6 4 0 -8 6 18 19 -5
-11 -4 -8 11 20 30 19 -6
35 -128 23 21 13 12 1 -6
-11 -2 6 9 18 12 5 2
-36 -28 1 10 8 10 3 -34
-128 -128 -128 -8 33 43 37 -21
-44 -10 6 16 34 25 26 -34
-24 1 1 -128 -128 75 80 -14
-27 -38 -17 21 29 16 8 -4
0 10 19 20 19 -21 -9 -18
-80 -27 11 12 12 -128 -128 -128
-75 -62 -20 18 44 39 -128 -4
65 61 57 48 51 5 52 -128
66 34 0 -49 -31 0 60 69
-18 9 12 38 6 8 -4 -8
-13 -11 -3 9 12 -5 -13 -12
-19 -8 0 17 3 9 16 -14
-26 10 12 22 22 10 1 -128
-7 -26 -4 -12 34 7 27 -1
2 -128 0 16 1 0 1 2
-28 -33 -15 2 11 55 29 -12
-42 34 59 -18 -128 -49 8 -128
18 13 13 7 -4 -16 -6 -2
-128 0 -24 -16 0 -128 -128 -128
-21 -20 0 10 27 15 13 -5
71 1 0 -128 -128 -128 -128 67
-55 -21 6 21 32 29 13 2
-10 4 9 8 12 13 2 -31
40 30 29 -6 -128 -128 -128 14
29 -128 27 -4 -38 -128 -87 -28
15 -64 -128 -128 -21 -45 -128 -128
-8 -22 -1 -17 21 -42 -128 -41
10 5 17 10 0 -11 -3 3
16 71 63 39 -10 -21 -13 -5
61 56 -128 -128 -52 -68 -31 4
-2 7 16 5 -2 -9 -11 -11
-25 -62 -28 -6 22 34 35 3
-18 -10 2 11 11 0 -7 -18
40 23 -1 -12 -29 -30 -3 30
-75 -128 -14 5 39 30 -128 -12
-15 -17 -9 21 29 11 0 -15
-24 -31 -7 37 49 22 13 -12
-11 -11 -6 0 2 6 3 -7
-32 -22 12 25 30 12 10 -17
-6 -17 -16 6 28 20 26 4
-128 -128 1 16 30 30 9 -128
10 5 -10 -7 10 2 6 12
21 9 4 -6 -2 -5 -2 10
-45 -44 -15 11 37 30 11 -26
7 0 -9 1 2 -16 -11 -2
20 -11 -38 -100 -25 3 -13 -3
-41 -54 -57 -8 16 34 36 -9
-7 1 25 41 32 20 -2 -12
10 24 38 7 -10 -42 -28 -14
1 29 19 42 34 -10 -9 -23
-8 -3 -2 5 10 3 8 -2
14 9 -40 -73 -66 -22 -128 -128
15 14 8 5 -4 0 0 9
@ 1311404289 60
89 6 -13 -15 11 -128 -128 85
29 21 16 -5 8 16 16 4
-4 -7 -5 -1 4 6 12 3
-12 -25 -20 -7 45 -128 42 16
-10 -1 24 29 28 6 -16 -19
-10 -19 16 -12 -128 -128 -10 7
-41 -48 -24 -59 -49 -21 13 -26
3 -3 3 0 -14 -128 -8 1
-128 -23 -51 -40 -29 -24 -5 -128
6 -6 -77 -128 -57 -47 -39 7
-13 -9 -6 8 14 24 -1 -12
33 -128 49 41 41 -128 -128 8
-14 49 57 47 -13 -128 -36 -17
0 -9 -9 0 12 13 13 13
-128 -128 -128 0 12 42 45 35
-5 2 81 90 -24 -22 -1 -6
-64 11 56 64 61 47 3 -42
-3 -1 22 24 21 -11 -18 -18
7 -1 26 58 23 6 18 8
-58 -43 17 24 34 28 30 -39
-3 -2 7 9 24 9 6 -5
6 13 14 6 4 1 -13 -50
-32 -128 -128 -128 77 -128 -128 -18
41 19 0 -2 16 25 -2 7
-8 -18 -11 -9 11 9 10 0
-69 20 0 -70 -128 -32 -128 -128
-7 -73 -9 -42 -45 -75 -54 -14
1 -11 7 33 -9 -32 2 -3
-44 -63 -18 52 1 -70 -26 -11
1 0 2 0 4 -1 0 0
3 -3 -13 -6 20 5 44 -54
-21 53 65 -50 -128 -86 -4 22
